ID,TimeStamp,Temperature,RelativeHumidity,Light,OxygenLevels,HumidityRatio,GTOccupancy
340,04-02-15 23:30,21.2,25.39,0,466,0.003949949,0
3882,07-02-15 10:32,21.745,18.245,300.5,459,0.002929952,0
2328,06-02-15 8:38,20.84,19.745,433,614,0.002999974,1
1462,05-02-15 18:11,21.84,23.745,0,805,0.003840981,0
5207,08-02-15 8:37,19.245,31.15,6,430.3333333,0.004296585,0
7041,09-02-15 15:10,21.9175,36.845,444,1682.75,0.006009044,1
3123,06-02-15 21:53,20.15,18.89,0,442,0.002749327,0
4383,07-02-15 18:53,20.15,23.29,0,439,0.003393215,0
2723,06-02-15 15:13,22.2,21.66666667,509,923.6666667,0.003581104,1
7833,10-02-15 4:23,20.1,33,0,447.25,0.004803862,0
7124,09-02-15 16:34,22.1,38.8,447,2012.75,0.006402727,1
6868,09-02-15 12:17,21.56666667,34.43,464,1366.5,0.005491532,1
4122,07-02-15 14:31,22.39,17.525,110,442.25,0.002927187,0
5662,08-02-15 16:12,19.7225,26.7,31,422,0.003790729,0
2332,06-02-15 8:42,20.865,19.7675,433,617.5,0.003008055,1
5088,08-02-15 6:38,19.2,31.5,0,431.5,0.004332945,0
2216,06-02-15 6:46,20.39,18.5,0,428.5,0.002732736,0
6208,09-02-15 1:18,19.39,27.2,0,458,0.003782676,0
6788,09-02-15 10:58,21.1,32.96666667,454,1339.666667,0.005106686,1
5196,08-02-15 8:25,19.2675,31.175,7,429,0.004306131,0
3115,06-02-15 21:45,20.2,18.96333333,0,445.6666667,0.002768636,0
5402,08-02-15 11:51,19.1,31,22.5,432,0.004237014,0
4583,07-02-15 22:13,19.73,27.96333333,0,439,0.003973097,0
6792,09-02-15 11:02,21.1,33.0675,454,1369.75,0.005122435,1
5286,08-02-15 9:55,19.39,30.6,24,431,0.004258748,0
428,05-02-15 0:58,21.1,25.39,0,449,0.003925619,0
3990,07-02-15 12:20,23,17.6,313.5,444.5,0.003051159,0
5005,08-02-15 5:15,19.245,31.65,0,435.5,0.004366035,0
2875,06-02-15 17:44,21.625,21.2225,433,819.75,0.003385659,1
7003,09-02-15 14:32,21.66666667,34.83,489,1355.333333,0.005590301,1
1253,05-02-15 14:43,22.29,28.39,515,1020,0.004726771,1
191,04-02-15 21:01,21.55,26.245,0,503,0.004172982,0
659,05-02-15 4:49,21,23.84,0,448.5,0.003661847,0
6837,09-02-15 11:47,21.39,33.3,471.5,1442.5,0.005252138,1
835,05-02-15 7:45,20.7675,22.65,411,478,0.003428371,1
5756,08-02-15 17:45,19.39,27.2,0,421,0.003782676,0
923,05-02-15 9:13,21.84,25.0225,495.5,869.75,0.004048974,1
1580,05-02-15 20:10,21.2,19.245,0,487,0.00298937,0
6189,09-02-15 0:59,19.39,26.89,0,459.6666667,0.003739306,0
6579,09-02-15 7:28,19.5,26.15,0,468,0.003660913,0
6341,09-02-15 3:30,19.29,26.79,0,474,0.003702057,0
1422,05-02-15 17:31,22.2,24.7,433,925.5,0.004085752,1
7085,09-02-15 15:55,21.96333333,38.09,444,1866.666667,0.006231699,1
1818,06-02-15 0:08,20.2,21.29,0,446.3333333,0.003110027,0
6355,09-02-15 3:45,19.34,26.7,0,468.5,0.00370112,0
2539,06-02-15 12:08,21.7,20.5,514,800.5,0.003284903,1
2883,06-02-15 17:53,21.675,21.175,433,798.75,0.003388442,1
6066,08-02-15 22:56,19.5,27.79,0,447.5,0.003891944,0
2393,06-02-15 9:42,21.2,21,460,796,0.003263409,1
2010,06-02-15 3:20,20.6,18.96333333,0,433.5,0.002838193,0
8087,10-02-15 8:37,20.315,33.2,232,460,0.004898406,0
1514,05-02-15 19:04,21.2,21.23,0,593,0.003299341,0
1146,05-02-15 12:55,22.76,26.39,635.5,1022,0.004519554,0
8070,10-02-15 8:19,20.29,33.2,0,454,0.004890785,0
7107,09-02-15 16:17,22.05,38.69,438,1962.75,0.006364759,1
4591,07-02-15 22:21,19.79,27.79,0,435.5,0.003963136,0
2048,06-02-15 3:58,20.39,18.79,0,431,0.002775765,0
6315,09-02-15 3:04,19.39,26.7,0,464,0.003712727,0
1212,05-02-15 14:02,22.2675,25.89,449.5,785,0.004301716,0
5414,08-02-15 12:04,19.29,30.745,112.5,425,0.004252327,0
2663,06-02-15 14:12,21.89,19.32333333,524,680,0.003131738,1
2050,06-02-15 4:00,20.445,18.79,0,430,0.00278525,0
7415,09-02-15 21:24,20.5,33.745,0,690.5,0.005037134,0
6707,09-02-15 9:36,20.39,30.795,433,898,0.004562219,1
7527,09-02-15 23:17,20.39,33,0,538,0.004891455,0
7487,09-02-15 22:37,20.5,33.09,0,578.5,0.004938586,0
6249,09-02-15 1:59,19.39,27.1,0,465,0.003768685,0
4249,07-02-15 16:38,20.79,20,10.5,438.75,0.003029523,0
667,05-02-15 4:57,21,23.79,0,443,0.003654121,0
671,05-02-15 5:00,20.89,23.73,0,443.3333333,0.003620137,0
2737,06-02-15 15:27,22.1,21.6,499,893.3333333,0.003548213,1
4698,08-02-15 0:08,19.6,29.5,0,440.5,0.004158961,0
2519,06-02-15 11:49,21.65,20.365,457.75,788.75,0.003253143,1
607,05-02-15 3:56,21,24.39,0,444.5,0.003746836,0
836,05-02-15 7:46,20.79,22.79,411,492,0.003454488,1
3654,07-02-15 6:43,19.7,19.29,0,444.5,0.002730238,0
3068,06-02-15 20:57,20.2,19.1,0,461.5,0.002788679,0
2623,06-02-15 13:33,21.5,19.4725,508.5,667,0.003081303,1
3515,07-02-15 4:25,19.79,19.39,0,439,0.002759896,0
6830,09-02-15 11:39,21.39,33.3,479,1436,0.005252138,1
7392,09-02-15 21:02,20.5,34.045,0,748.5,0.005082281,0
1660,05-02-15 21:29,20.89,20.1,0,462,0.003063633,0
6188,09-02-15 0:58,19.39,26.89,0,460,0.003739306,0
7219,09-02-15 18:08,22,37.59,0,1742,0.006162995,0
6164,09-02-15 0:34,19.445,26.89,0,463,0.003752202,0
5135,08-02-15 7:25,19.1,31.5,0,439,0.004305826,0
4652,07-02-15 23:22,19.66666667,28.85666667,0,433,0.004084661,0
6626,09-02-15 8:16,19.5,26.6,0,472,0.003724289,0
214,04-02-15 21:23,21.5,26,0,490,0.00412105,0
2833,06-02-15 17:03,21.7675,21.79,444,935,0.003507293,1
6457,09-02-15 5:26,19.5,26.7,0,466.5,0.003738374,0
2741,06-02-15 15:30,22.075,21.2225,489,864.75,0.003480516,1
2475,06-02-15 11:05,21.7225,20.7,479,848.25,0.003321712,1
1663,05-02-15 21:33,20.89,20.2,0,457,0.003078951,0
377,05-02-15 0:07,21.29,25.2,0,459,0.003942048,0
604,05-02-15 3:53,21,24.5,0,444,0.003763837,0
1719,05-02-15 22:28,20.5,20.945,0,458,0.003116897,0
2818,06-02-15 16:47,21.79,21.82333333,460,953,0.003517549,1
1117,05-02-15 12:27,22.66666667,26.96333333,647.6666667,1108.333333,0.004592203,1
86,04-02-15 19:15,22.15,27.245,0,586,0.004495971,0
5655,08-02-15 16:05,19.79,26.6,34.4,422.75,0.003792396,0
5429,08-02-15 12:19,19.4175,30.4725,47,429,0.004248196,0
1177,05-02-15 13:27,22.34,26.1,103,916.5,0.004356163,0
661,05-02-15 4:51,21,23.79,0,447,0.003654121,0
1736,05-02-15 22:46,20.5,21.1,0,455,0.003140079,0
5415,08-02-15 12:04,19.29,30.7675,201.5,431,0.00425546,0
2662,06-02-15 14:12,21.82333333,19.23,537.6666667,673,0.003103811,1
2543,06-02-15 12:13,21.7,20.34,528.5,798.5,0.00325913,1
7705,10-02-15 2:15,20.29,32.9,0,459.5,0.004846247,0
4426,07-02-15 19:36,20.06666667,24.29,0,441,0.003521425,0
2931,06-02-15 18:40,21,20,0,626,0.003069109,0
304,04-02-15 22:53,21.29,25.7,0,469,0.004020769,0
847,05-02-15 7:57,21,23.5,411,542.75,0.003609319,1
3125,06-02-15 21:55,20.13333333,18.89,0,441.6666667,0.002746481,0
8012,10-02-15 7:21,20.29,33.03,0,453.3333333,0.004865546,0
3816,07-02-15 9:26,20.29,19.175,157,454.4,0.002815371,0
2070,06-02-15 4:20,20.39,18.745,0,430,0.002769088,0
8046,10-02-15 7:56,20.29,33,0,458,0.004861092,0
775,05-02-15 6:45,20.79,22.84,0,449.5,0.003462109,0
7923,10-02-15 5:53,20.2,33.09,0,450,0.004847194,0
7691,10-02-15 2:00,20.29,32.9,0,459,0.004846247,0
4965,08-02-15 4:34,19.39,31.29,0,436,0.004355451,0
5855,08-02-15 19:25,19.39,27.6,0,437,0.003838647,0
5523,08-02-15 13:53,20.7,26.79,141,427.75,0.004042152,0
7268,09-02-15 18:58,21.2,36.2,0,1313,0.00564694,0
5077,08-02-15 6:27,19.2,31.6,0,434,0.004346797,0
1705,05-02-15 22:14,20.55,20.79,0,450.5,0.003103322,0
2897,06-02-15 18:07,21.7,20.84,0,778.5,0.003339676,0
6114,08-02-15 23:44,19.5,27.2,0,460,0.00380881,0
8007,10-02-15 7:17,20.29,33,0,446,0.004861092,0
7761,10-02-15 3:10,20.23,32.82666667,0,455,0.00481732,0
1349,05-02-15 16:19,22.4175,26.65,444,1078.75,0.004469785,1
5834,08-02-15 19:04,19.23,27.73,0,432.6666667,0.003818366,0
2073,06-02-15 4:23,20.39,18.7,0,434.5,0.002762411,0
7131,09-02-15 16:40,22.1,38.834,447,1982,0.006408395,1
4518,07-02-15 21:08,19.82333333,26.6,0,440.3333333,0.003800294,0
6540,09-02-15 6:49,19.29,26.2,0,463,0.003620051,0
6665,09-02-15 8:55,19.63333333,27.73,399.6666667,512,0.003916008,1
4753,08-02-15 1:02,19.5,30.1,0,436.6666667,0.00421765,0
6197,09-02-15 1:07,19.39,27.06666667,0,465.3333333,0.003764022,0
6064,08-02-15 22:53,19.5,27.79,0,448,0.003891944,0
6548,09-02-15 6:58,19.29,26.1,0,468,0.003606154,0
5385,08-02-15 11:35,19.1,30.89,6,434,0.004221877,0
7145,09-02-15 16:54,22.1,38.845,433,2007.5,0.006410229,1
6600,09-02-15 7:50,19.445,26.39,0,471.5,0.00368202,0
5963,08-02-15 21:13,19.5,27.5,0,445,0.003851079,0
2943,06-02-15 18:53,20.89,19.79,0,592,0.003016154,0
5055,08-02-15 6:04,19.245,31.65,0,429,0.004366035,0
314,04-02-15 23:04,21.2,25.6,0,474,0.003982828,0
7192,09-02-15 17:42,22.1,38.4,433,1927.5,0.006336047,1
1907,06-02-15 1:37,20.39,20.05,0,434,0.002962786,0
7485,09-02-15 22:34,20.445,33.145,0,581,0.004929963,0
7479,09-02-15 22:28,20.5,33.09,0,584,0.004938586,0
6950,09-02-15 13:40,21.2,32.845,454,1102,0.005119277,1
2647,06-02-15 13:57,21.7225,19.1,586,629,0.003063696,1
609,05-02-15 3:59,21,24.39,0,444,0.003746836,0
4947,08-02-15 4:17,19.39,31.29,0,435.5,0.004355451,0
7469,09-02-15 22:19,20.5,33.29,0,596.5,0.004968673,0
7432,09-02-15 21:42,20.5,33.545,0,652,0.00500704,0
4338,07-02-15 18:08,20.39,22.1,0,440,0.003267305,0
5977,08-02-15 21:27,19.445,27.55,0,449,0.003844867,0
3094,06-02-15 21:23,20.2,19,0,453,0.002774013,0
7795,10-02-15 3:45,20.2,32.9,0,450.5,0.004819147,0
5734,08-02-15 17:23,19.39,27.2,7,426.5,0.003782676,0
643,05-02-15 4:33,20.89,24.175,0,447.25,0.003688426,0
1184,05-02-15 13:34,22.29,26.1,503.5,892.5,0.004342837,0
1449,05-02-15 17:58,22,23.89,433,852.5,0.003902744,1
3308,07-02-15 0:58,20,18.7,0,436.5,0.002696288,0
873,05-02-15 8:23,21.29,23.89,419,651,0.003735893,1
4687,07-02-15 23:57,19.6,29.39,0,438,0.00414335,0
6103,08-02-15 23:32,19.5,27.34,0,447.5,0.003828534,0
228,04-02-15 21:38,21.5,25.79,0,487,0.004087546,0
4743,08-02-15 0:53,19.6,30,0,437,0.004229932,0
2230,06-02-15 7:00,20.2,18.6,0,432.6666667,0.002715358,0
6549,09-02-15 6:59,19.29,26.1,0,468.5,0.003606154,0
2245,06-02-15 7:14,20.2,18.6,0,432,0.002715358,0
3405,07-02-15 2:35,19.89,18.89,0,437,0.002705218,0
4574,07-02-15 22:04,19.79,27.65,0,441,0.003943044,0
3878,07-02-15 10:27,21.7,18.365,305,454.5,0.002941174,0
7234,09-02-15 18:23,21.7,37.045,0,1585,0.005961469,0
3973,07-02-15 12:03,22.89,17.6,333,454,0.003030803,0
7080,09-02-15 15:49,21.9725,37.9475,444,1845.5,0.00621166,1
3150,06-02-15 22:20,20.1,18.89,0,439.5,0.002740796,0
7832,10-02-15 4:21,20.1,33,0,443.5,0.004803862,0
6474,09-02-15 5:44,19.39,26.84,0,458.5,0.003732311,0
3932,07-02-15 11:22,22.5,17.7,353,453.75,0.002976488,0
874,05-02-15 8:23,21.32333333,23.92666667,428.3333333,654.6666667,0.003749364,1
2283,06-02-15 7:53,20.2,19.05,411,464,0.002781346,1
553,05-02-15 3:03,21,24.89,0,445.5,0.003824119,0
8053,10-02-15 8:03,20.29,33.09,0,453,0.004874453,0
4168,07-02-15 15:17,21.82333333,18.23,50,441.3333333,0.002941643,0
7703,10-02-15 2:12,20.29,32.9,0,458.5,0.004846247,0
2487,06-02-15 11:17,21.79,20.5,472.3333333,827.6666667,0.003303117,1
4479,07-02-15 20:29,20,25.445,0,439.5,0.003674571,0
5661,08-02-15 16:11,19.7,26.7,31,423,0.003785406,0
7897,10-02-15 5:26,20.2,33,0,449,0.004833908,0
7337,09-02-15 20:06,20.5,35,0,972,0.005226043,0
7096,09-02-15 16:06,22,38.46666667,441,1915.666667,0.006308184,1
6170,09-02-15 0:40,19.39,26.79,0,462.5,0.003725317,0
4238,07-02-15 16:27,20.89,19.84,6,439.25,0.003023812,0
2023,06-02-15 3:33,20.6,19,0,433,0.002843706,0
3240,06-02-15 23:50,20,18.65,0,442,0.002689047,0
5478,08-02-15 13:08,20.6,28.6,259,427,0.004290436,0
2234,06-02-15 7:04,20.2,18.6,0,432.6666667,0.002715358,0
7585,10-02-15 0:15,20.29,33,0,488.5,0.004861092,0
2261,06-02-15 7:31,20.2,18.5,0,432.6666667,0.002700696,0
82,04-02-15 19:12,22.2,27.29,0,593.5,0.004517288,0
2020,06-02-15 3:29,20.6,19,0,439,0.002843706,0
2191,06-02-15 6:21,20.29,18.6,0,437,0.002730576,0
6144,09-02-15 0:14,19.5,27.03333333,0,454.6666667,0.003785329,0
5007,08-02-15 5:17,19.26,31.7,0,434,0.004377098,0
1408,05-02-15 17:18,22.245,25.15,433,986,0.00417218,1
3083,06-02-15 21:13,20.2,19.1,0,447,0.002788679,0
4804,08-02-15 1:53,19.5,30.5,0,440,0.004274083,0
4458,07-02-15 20:08,20.025,25.05,0,441.25,0.003622835,0
4852,08-02-15 2:42,19.39,30.89,0,443,0.004299388,0
7771,10-02-15 3:21,20.2,32.9,0,450.6666667,0.004819147,0
2651,06-02-15 14:00,21.79,19.05,555.5,629.75,0.00306833,1
3377,07-02-15 2:06,19.84,18.89,0,439,0.002696808,0
6434,09-02-15 5:04,19.39,26.79,0,468,0.003725317,0
6780,09-02-15 10:50,21,32.59,454,1312,0.005016695,1
3176,06-02-15 22:46,20,18.84,0,440.5,0.002716562,0
7513,09-02-15 23:03,20.445,33,0,546,0.004908225,0
6637,09-02-15 8:26,19.5,26.79,0,474.3333333,0.003751051,0
5144,08-02-15 7:34,19.1,31.29,0,431,0.004276923,0
629,05-02-15 4:19,20.89,24.29,0,441,0.003706077,0
435,05-02-15 1:05,21.1,25.39,0,450.6666667,0.003925619,0
2383,06-02-15 9:33,21.1,21.2,444,782.5,0.003274381,1
879,05-02-15 8:29,21.315,24.175,426,685.5,0.003786568,1
7125,09-02-15 16:34,22.1,38.79,447,2011.5,0.006401059,1
7061,09-02-15 15:30,21.92666667,37.46333333,444,1767,0.006114332,1
652,05-02-15 4:41,20.945,24,0,447,0.00367405,0
8069,10-02-15 8:19,20.29,33.09,0,449.5,0.004874453,0
4292,07-02-15 17:22,20.5,21.15,0,440,0.003147558,0
6031,08-02-15 22:21,19.5,27.7,0,450.5,0.003879261,0
4988,08-02-15 4:58,19.29,31.5,0,433,0.004357482,0
6252,09-02-15 2:02,19.39,27.1,0,467.5,0.003768685,0
2576,06-02-15 12:46,21.7,20.15,509,771.6666667,0.003228528,1
6240,09-02-15 1:50,19.29,27.2,0,464,0.003759056,0
2552,06-02-15 12:22,21.79,20.2675,489,805,0.003265458,1
7642,10-02-15 1:12,20.29,32.9,0,469,0.004846247,0
2496,06-02-15 11:25,21.7,20.6,467.75,825.25,0.003301012,1
1791,05-02-15 23:41,20.32333333,21.29,0,444.3333333,0.003133949,0
1896,06-02-15 1:25,20.29,20.6,0,441,0.003025615,0
6558,09-02-15 7:08,19.29,26.1,0,467,0.003606154,0
3063,06-02-15 20:53,20.15,19.1,0,450,0.002780028,0
4341,07-02-15 18:10,20.39,22.2,0,441,0.003282168,0
688,05-02-15 5:18,20.945,23.5,0,450.6666667,0.003597065,0
4976,08-02-15 4:46,19.39,31.29,0,437,0.004355451,0
6290,09-02-15 2:39,19.39,26.7,0,468,0.003712727,0
2832,06-02-15 17:02,21.79,21.7225,444,936,0.003501205,1
7198,09-02-15 17:48,22.1,38.2675,428.3333333,1894.333333,0.006313962,1
5126,08-02-15 7:15,19.1,31.39,0,433,0.004290686,0
7084,09-02-15 15:53,22,38.09,444,1860.5,0.006245794,1
3769,07-02-15 8:38,19.7,19.5,26.5,460.25,0.002760093,0
6196,09-02-15 1:06,19.39,27,0,461,0.003754695,0
2617,06-02-15 13:27,21.29,19.6,486.5,658.5,0.003061725,1
4281,07-02-15 17:10,20.6,20.79,0,434.5,0.003112953,0
1324,05-02-15 15:53,22.5,27.1,478.5,1070.75,0.004568832,1
5718,08-02-15 17:08,19.39,27.1,11.5,429.5,0.003768685,0
7120,09-02-15 16:30,22.1,38.97,443.5,2011.25,0.00643107,1
2939,06-02-15 18:49,21,19.89,0,602,0.003052146,0
7722,10-02-15 2:31,20.245,32.845,0,455,0.004824538,0
1829,06-02-15 0:19,20.2,21.2,0,446.5,0.003096814,0
4674,07-02-15 23:44,19.65,29.2,0,435,0.004129278,0
2351,06-02-15 9:01,20.9175,19.79,433,642,0.003021285,1
7815,10-02-15 4:05,20.2,32.9,0,449,0.004819147,0
7333,09-02-15 20:03,20.6,35.09,0,1001,0.005272288,0
3298,07-02-15 0:48,20,18.7,0,433.5,0.002696288,0
6156,09-02-15 0:26,19.5,26.89,0,467.5,0.003765138,0
7105,09-02-15 16:14,22.05,38.7675,438,1950.75,0.006377639,1
1339,05-02-15 16:08,22.39,26.82333333,453,1077.333333,0.004491496,1
1630,05-02-15 21:00,21,19.79,0,469,0.003036726,0
5394,08-02-15 11:44,19.1,31,26.5,434.25,0.004237014,0
4633,07-02-15 23:03,19.66666667,28.73,0,439.6666667,0.004066614,0
1648,05-02-15 21:17,20.89,20,0,467,0.003048317,0
895,05-02-15 8:44,21.39,24.2675,444,739.25,0.003818769,1
1148,05-02-15 12:58,22.89,26.245,567.25,1020,0.004530356,0
4584,07-02-15 22:14,19.79,28,0,438,0.003993277,0
5430,08-02-15 12:20,19.4725,30.5,62,423.5,0.00426673,0
6006,08-02-15 21:55,19.5,27.6,0,447.6666667,0.00386517,0
1610,05-02-15 20:39,21.15,19.5,0,474,0.003019845,0
3085,06-02-15 21:15,20.2,19.05,0,442,0.002781346,0
3892,07-02-15 10:41,21.89,18.1,330.25,458.5,0.002932538,0
7470,09-02-15 22:20,20.5,33.29,0,598,0.004968673,0
7221,09-02-15 18:10,21.89,37.5,0,1729.5,0.006106558,0
2247,06-02-15 7:17,20.29,18.6,0,434,0.002730576,0
7200,09-02-15 17:50,22.1,38.1175,429.5,1871.25,0.006288963,1
3099,06-02-15 21:29,20.2,19,0,447,0.002774013,0
7251,09-02-15 18:40,21.39,36.59,0,1449,0.005775862,0
5401,08-02-15 11:51,19.1,31,18.5,432,0.004237014,0
5936,08-02-15 20:45,19.39,27.445,0,447,0.003816957,0
1899,06-02-15 1:28,20.39,20.445,0,443,0.003021439,0
2535,06-02-15 12:04,21.7,20.29,514,803,0.003251077,1
4768,08-02-15 1:18,19.5,30.29,0,440.5,0.004244454,0
882,05-02-15 8:31,21.34,24.15,433,695.5,0.003788467,1
5688,08-02-15 16:38,19.53333333,26.89,31,430,0.003772996,0
2793,06-02-15 16:23,21.89,21.5225,454,880.5,0.003490158,1
3751,07-02-15 8:21,19.6,19.5,7,450.5,0.002742927,0
3631,07-02-15 6:21,19.7,19.39,0,445,0.002744454,0
679,05-02-15 5:09,20.89,23.6,0,443.3333333,0.00360019,0
374,05-02-15 0:04,21.245,25.2,0,465,0.003931113,0
3498,07-02-15 4:08,19.79,19.29,0,443,0.002745599,0
4285,07-02-15 17:15,20.6,20.89,0,437,0.003128002,0
2776,06-02-15 16:06,22,20.945,469,861,0.003418996,1
1962,06-02-15 2:31,20.5,19.39,0,432.5,0.002884419,0
2981,06-02-15 19:31,20.6,19.29,0,509.5,0.002887311,0
3897,07-02-15 10:46,22.03333333,18.03333333,345,464.3333333,0.002947471,0
2254,06-02-15 7:24,20.29,18.55,0,439,0.002723204,0
2371,06-02-15 9:21,21,20.815,437.25,752.25,0.003194817,1
3455,07-02-15 3:24,19.79,19.1,0,440.5,0.002718438,0
1658,05-02-15 21:28,20.89,20.1,0,467,0.003063633,0
4214,07-02-15 16:04,21.2,19.2,36.5,437.5,0.002982347,0
149,04-02-15 20:19,21.7,26.89,0,526,0.004315936,0
1515,05-02-15 19:05,21.2,21.2,0,586,0.003294654,0
608,05-02-15 3:58,21,24.39,0,442.5,0.003746836,0
7466,09-02-15 22:15,20.445,33.245,0,617.5,0.004944955,0
2164,06-02-15 5:54,20.245,18.795,0,434,0.002751631,0
5138,08-02-15 7:27,19,31.39,0,437.5,0.004263812,0
3562,07-02-15 5:12,19.79,19.29,0,443.5,0.002745599,0
1863,06-02-15 0:53,20.29,20.79,0,443,0.003053658,0
134,04-02-15 20:04,21.79,27.1,0,537.5,0.004374038,0
4195,07-02-15 15:45,21.5,18.79,37,440,0.002972789,0
6346,09-02-15 3:36,19.39,26.7,0,472,0.003712727,0
2735,06-02-15 15:24,22.1,21.1175,504,887,0.003468511,1
4106,07-02-15 14:16,22.5,17.34,151.75,443.75,0.002915665,0
2797,06-02-15 16:27,21.89,21.49666667,468,889,0.003485945,1
7851,10-02-15 4:40,20.1,32.95,0,444,0.004796527,0
637,05-02-15 4:27,20.89,24.2,0,446.5,0.003692263,0
3043,06-02-15 20:32,20.29,19.2,0,454,0.002819058,0
7389,09-02-15 20:58,20.5,34,0,771,0.005075509,0
673,05-02-15 5:03,20.89,23.7,0,449,0.003615533,0
3947,07-02-15 11:37,22.6,17.6,359.75,455,0.002977709,0
5203,08-02-15 8:32,19.245,31.15,6,424.5,0.004296585,0
209,04-02-15 21:19,21.5,26,0,493,0.00412105,0
7569,09-02-15 23:58,20.39,33,0,506.5,0.004891455,0
5722,08-02-15 17:12,19.39,27.13333333,20.66666667,424,0.003773349,0
3597,07-02-15 5:47,19.79,19.29,0,442,0.002745599,0
1320,05-02-15 15:49,22.5,27.15,469,1065.5,0.004577324,1
6587,09-02-15 7:37,19.5,26.2,0,466,0.003667954,0
898,05-02-15 8:48,21.365,24.2225,441.75,746.25,0.003805773,1
6742,09-02-15 10:12,20.7,31.84,432.75,1119.25,0.004810003,1
6065,08-02-15 22:54,19.5,27.79,0,444,0.003891944,0
732,05-02-15 6:02,20.85666667,23.26,0,449.5,0.003540716,0
4554,07-02-15 21:43,19.89,27.29,0,441,0.003915747,0
6059,08-02-15 22:49,19.5,27.79,0,452,0.003891944,0
3490,07-02-15 4:00,19.79,19.29,0,448,0.002745599,0
265,04-02-15 22:14,21.39,25.7,0,479,0.004045656,0
375,05-02-15 0:04,21.29,25.2,0,461,0.003942048,0
20,04-02-15 18:10,22.89,27.39,0,689,0.004729506,0
632,05-02-15 4:21,20.89,24.29,0,445.5,0.003706077,0
5782,08-02-15 18:11,19.29,27.39,0,425,0.003785474,0
719,05-02-15 5:49,20.89,23.445,0,448,0.003576408,0
4388,07-02-15 18:58,20.1,23.34,0,436.5,0.003389976,0
3126,06-02-15 21:55,20.05,18.89,0,436,0.002732288,0
1440,05-02-15 17:50,22.125,24.2675,433,878.5,0.003995333,1
4803,08-02-15 1:53,19.5,30.5,0,439,0.004274083,0
6496,09-02-15 6:06,19.5,26.6,0,463,0.003724289,0
5989,08-02-15 21:39,19.5,27.6,0,447,0.00386517,0
2204,06-02-15 6:34,20.29,18.6,0,429,0.002730576,0
5162,08-02-15 7:52,19.2,31.1,0,429,0.004277545,0
4120,07-02-15 14:30,22.365,17.39,126.5,441,0.002900099,0
3002,06-02-15 19:52,20.5,19.29,0,483,0.002869474,0
6960,09-02-15 13:50,21.29,32.96666667,467.3333333,1123.333333,0.005167084,1
1248,05-02-15 14:38,22.245,28.2225,454,988.75,0.004685722,1
2571,06-02-15 12:40,21.7,20.2225,500.25,789.75,0.003240205,1
4224,07-02-15 16:14,21.1,19.5,24,435,0.003010542,0
160,04-02-15 20:30,21.7,26.7675,0,523.5,0.004296138,0
2258,06-02-15 7:27,20.245,18.5,0,438,0.002708254,0
6043,08-02-15 22:33,19.5,27.7,0,447,0.003879261,0
7951,10-02-15 6:21,20.1,33.16333333,0,448.3333333,0.004827823,0
4939,08-02-15 4:08,19.39,31.245,0,436.5,0.004349144,0
4052,07-02-15 13:21,23.05,16.865,243,451.75,0.00293204,0
355,04-02-15 23:44,21.2,25.39,0,459.6666667,0.003949949,0
2266,06-02-15 7:36,20.2,18.5,0,436,0.002700696,0
1856,06-02-15 0:46,20.2,20.745,0,443.5,0.003030026,0
698,05-02-15 5:28,20.89,23.5,0,448,0.003584847,0
6306,09-02-15 2:55,19.5,26.7,0,472,0.003738374,0
749,05-02-15 6:19,20.89,23.1,0,451.3333333,0.003523482,0
5137,08-02-15 7:27,19.05,31.445,0,436,0.004284776,0
5708,08-02-15 16:58,19.39,27.1,6,425,0.003768685,0
537,05-02-15 2:47,21.1,24.89,0,438.5,0.003847834,0
526,05-02-15 2:36,21.1,24.89,0,438.3333333,0.003847834,0
7971,10-02-15 6:40,20.1,33.09,0,451,0.004817065,0
4145,07-02-15 14:55,22.125,17.815,70,438.75,0.002928011,0
4467,07-02-15 20:17,20,25.2,0,440.5,0.003638983,0
6389,09-02-15 4:19,19.29,26.7,0,473.5,0.003689546,0
5142,08-02-15 7:32,19,31.39,0,432,0.004263812,0
293,04-02-15 22:43,21.29,25.7,0,477.5,0.004020769,0
4763,08-02-15 1:13,19.5,30.2,0,438,0.004231757,0
7420,09-02-15 21:29,20.5,33.62666667,0,675.6666667,0.005019328,0
6272,09-02-15 2:22,19.39,26.89,0,474,0.003739306,0
705,05-02-15 5:35,20.89,23.445,0,446,0.003576408,0
2556,06-02-15 12:26,21.79,20.245,471.5,806,0.003261814,1
5358,08-02-15 11:08,19.2225,30.575,15,434.25,0.004210788,0
1233,05-02-15 14:23,22.2,27,438,849,0.00446894,1
5878,08-02-15 19:47,19.39,27.7,0,434,0.003852641,0
5222,08-02-15 8:51,19.2,31.2,14,435.75,0.004291395,0
8029,10-02-15 7:38,20.29,33,0,449,0.004861092,0
7774,10-02-15 3:23,20.2,32.9,0,458,0.004819147,0
4659,07-02-15 23:29,19.7,29.05,0,438.5,0.004120786,0
4357,07-02-15 18:27,20.29,22.7,0,437,0.003335705,0
6136,09-02-15 0:06,19.5,27,0,455,0.003780633,0
5940,08-02-15 20:50,19.39,27.39,0,449,0.003809261,0
2524,06-02-15 11:54,21.65,20.2475,487.75,789.5,0.003234276,1
2666,06-02-15 14:16,21.89,19.55,526,709.75,0.003168661,1
